"lundi00h" "lundi01h" "lundi02h" "lundi03h" "lundi04h" "lundi05h" "lundi06h" "lundi07h" "lundi08h" "lundi09h" "lundi10h" "lundi11h" "lundi12h" "lundi13h" "lundi14h" "lundi15h" "lundi16h" "lundi17h" "lundi18h" "lundi19h" "lundi20h" "lundi21h" "lundi22h" "lundi23h" "mardi00h" "mardi01h" "mardi02h" "mardi03h" "mardi04h" "mardi05h" "mardi06h" "mardi07h" "mardi08h" "mardi09h" "mardi10h" "mardi11h" "mardi12h" "mardi13h" "mardi14h" "mardi15h" "mardi16h" "mardi17h" "mardi18h" "mardi19h" "mardi20h" "mardi21h" "mardi22h" "mardi23h" "mercredi00h" "mercredi01h" "mercredi02h" "mercredi03h" "mercredi04h" "mercredi05h" "mercredi06h" "mercredi07h" "mercredi08h" "mercredi09h" "mercredi10h" "mercredi11h" "mercredi12h" "mercredi13h" "mercredi14h" "mercredi15h" "mercredi16h" "mercredi17h" "mercredi18h" "mercredi19h" "mercredi20h" "mercredi21h" "mercredi22h" "mercredi23h" "jeudi00h" "jeudi01h" "jeudi02h" "jeudi03h" "jeudi04h" "jeudi05h" "jeudi06h" "jeudi07h" "jeudi08h" "jeudi09h" "jeudi10h" "jeudi11h" "jeudi12h" "jeudi13h" "jeudi14h" "jeudi15h" "jeudi16h" "jeudi17h" "jeudi18h" "jeudi19h" "jeudi20h" "jeudi21h" "jeudi22h" "jeudi23h" "vendredi00h" "vendredi01h" "vendredi02h" "vendredi03h" "vendredi04h" "vendredi05h" "vendredi06h" "vendredi07h" "vendredi08h" "vendredi09h" "vendredi10h" "vendredi11h" "vendredi12h" "vendredi13h" "vendredi14h" "vendredi15h" "vendredi16h" "vendredi17h" "vendredi18h" "vendredi19h" "vendredi20h" "vendredi21h" "vendredi22h" "vendredi23h" "noms" "longitude" "latitude"
"17016" 12 11 11 12 14 14 14 14 9 0 1 3 0 0 2 1 1 2 1 5 3 10 16 18 16 21 21 21 19 18 19 19 16 3 0 3 1 7 1 1 1 2 1 17 18 21 20 16 20 21 15 15 15 15 16 16 7 0 1 0 13 11 11 2 5 3 2 2 9 11 14 9 9 10 11 10 10 10 11 10 5 1 0 1 8 17 11 17 17 18 12 10 17 21 21 21 21 17 12 12 12 12 13 12 5 2 3 3 6 3 4 1 5 1 1 6 11 17 20 19 " BROCHANT" 2.31686114315115 48.8881869858103
"20040" 4 4 4 4 4 4 4 4 4 16 16 12 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 25 25 25 18 13 0 1 0 0 4 7 18 22 25 24 21 22 22 21 22 20 20 19 5 0 1 0 0 1 0 2 0 0 7 16 17 16 17 24 24 23 23 23 23 23 20 19 0 0 0 2 0 2 0 0 2 1 5 7 18 25 25 26 24 25 26 26 26 26 25 22 4 1 1 1 1 1 3 3 2 4 5 6 3 4 7 " PARC DE BELLEVILLE" 2.38422247271259 48.8703936716038
"20111" 1 0 0 0 8 8 8 6 4 0 0 0 1 0 0 0 0 0 1 5 2 1 4 0 0 1 1 1 1 1 1 20 17 5 0 0 0 0 0 0 0 1 1 4 2 2 3 4 0 0 1 1 11 16 15 17 13 2 1 1 0 1 0 0 0 0 1 1 3 5 4 4 4 1 20 18 18 18 19 18 9 0 11 7 3 0 1 0 0 0 0 1 1 0 0 1 1 3 11 10 18 18 18 17 8 1 0 0 1 1 1 0 0 0 0 0 0 0 2 2 " L'ISLE ADAM PYRENÉES" 2.39622289098869 48.8673622971658
"35006" 8 10 10 11 10 2 1 1 2 1 5 7 7 10 9 7 8 7 2 3 1 1 1 2 2 4 5 5 2 2 2 2 3 7 14 15 15 15 18 16 14 12 3 3 4 5 4 3 3 4 4 4 2 2 2 3 4 7 16 21 20 20 21 21 19 19 7 1 1 1 1 1 4 3 4 4 4 1 1 1 1 6 13 15 11 9 10 9 5 6 2 1 1 0 1 2 1 2 2 2 2 2 2 3 3 8 14 11 9 9 11 11 10 10 12 5 5 3 4 4 " DELIZY (PANTIN)" 2.40908765272598 48.896331931661
"20021" 7 12 12 14 14 14 14 15 15 4 0 1 0 0 2 0 0 1 0 4 4 5 4 5 5 3 25 26 27 27 27 25 24 10 1 0 0 0 0 0 1 1 0 1 5 4 7 8 8 16 16 17 17 17 17 16 14 3 1 1 0 0 0 0 2 0 0 3 4 2 2 4 7 15 20 21 20 20 20 20 15 9 1 1 2 0 1 2 0 0 0 4 2 5 2 4 12 14 12 12 13 13 13 12 6 0 2 0 2 0 0 0 0 0 1 0 0 3 0 1 " PRAIRIE L INDRE" 2.40335131100078 48.8627264627457
"13035" 12 10 9 7 7 7 7 7 2 1 1 1 0 2 0 2 0 3 6 7 9 6 16 11 6 0 0 0 0 11 11 10 6 2 1 0 2 17 16 6 7 11 11 22 21 19 18 6 6 7 9 11 11 11 12 8 2 1 0 4 2 1 2 0 0 14 11 15 19 15 12 7 3 2 3 3 4 22 22 19 16 1 2 1 19 13 9 10 12 4 4 12 11 17 14 12 7 2 7 12 11 11 12 8 6 2 0 20 16 16 6 10 8 10 5 11 11 12 7 4 " IVRY TOLBIAC" 2.36023184075509 48.8259701363971
"13031" 5 8 7 7 7 21 22 22 22 16 13 8 4 2 5 2 1 1 2 0 3 2 1 3 1 1 7 7 27 26 26 24 22 21 17 12 12 12 23 14 13 10 7 9 15 16 18 20 21 23 25 27 31 31 31 28 24 19 14 10 10 5 6 0 1 0 0 11 17 30 31 31 31 31 31 31 31 30 30 30 31 31 29 29 27 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 30 31 30 30 31 31 31 31 31 31 31 30 27 29 26 27 " ITALIE MAISON BLANCHE" 2.35870121787832 48.821159320801
"9036" 1 1 2 2 2 2 2 2 4 4 9 12 10 7 9 8 8 8 4 1 2 0 0 0 1 3 4 4 4 0 0 0 1 0 10 12 12 11 13 14 12 12 11 1 3 1 2 2 2 1 1 1 1 1 1 1 1 3 10 12 9 8 10 6 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 16 16 16 16 17 16 16 11 7 5 6 6 2 1 1 2 1 1 2 2 2 2 2 3 12 17 14 9 10 10 8 3 3 1 4 1 3 2 " ATHENES CLICHY" 2.32956021945824 48.878113787876
"15053" 37 37 37 38 38 41 41 41 38 22 15 14 15 17 13 13 13 13 16 27 44 45 39 44 44 29 35 37 38 38 39 39 34 10 5 7 10 11 17 17 13 24 26 39 31 27 22 23 29 30 29 31 30 30 29 30 26 5 4 5 3 8 14 12 16 17 16 35 44 35 34 40 37 40 41 44 43 28 27 27 22 5 6 4 6 9 13 12 13 7 10 24 41 43 42 43 43 43 41 42 39 39 40 40 34 13 13 12 10 12 13 17 14 21 27 41 44 42 43 43 " LECOURBE" 2.291540507949 48.8392220977623
"11012" 33 33 33 33 33 33 33 33 30 24 11 11 10 11 9 3 1 3 8 4 6 7 7 4 7 11 9 10 10 10 11 10 4 0 1 0 2 4 5 1 1 3 8 3 3 6 5 7 20 28 31 31 31 31 31 31 27 21 18 14 14 12 15 14 16 13 19 27 36 31 29 31 31 31 27 30 31 25 25 25 20 14 8 10 11 11 3 1 2 4 4 2 0 7 1 5 8 17 14 12 15 15 13 12 6 1 0 0 1 3 2 2 0 3 7 7 7 14 14 21 " MONTREUIL VOLTAIRE" 2.39307555827447 48.8505070118419
"11104" 4 3 3 4 4 4 4 3 2 2 0 0 0 1 0 0 0 0 1 4 5 19 19 18 17 18 19 19 19 19 19 19 14 4 3 1 0 0 1 1 0 0 0 3 6 16 20 19 20 20 20 20 20 20 20 18 16 8 5 0 0 0 5 1 0 0 4 1 5 15 20 18 20 20 20 20 20 20 20 19 20 9 5 2 1 0 0 3 2 0 0 3 7 9 10 15 20 20 20 20 20 20 20 20 18 5 1 0 0 1 4 4 3 1 1 4 7 9 8 2 " CHARONNE DU BUREAU" 2.39253252663266 48.855943779581
"14016" 17 19 20 21 21 21 21 19 21 1 4 1 2 0 0 0 0 0 5 4 11 10 20 21 19 21 21 21 20 20 18 16 14 1 0 4 2 3 3 1 3 0 2 4 4 2 15 14 16 19 20 23 25 25 24 23 22 0 11 2 0 2 1 3 7 6 1 1 7 6 8 13 14 16 18 20 20 32 32 31 21 3 1 0 0 1 0 3 6 4 2 0 15 19 25 22 21 25 27 26 26 33 34 34 29 13 8 4 4 10 7 13 10 11 10 10 15 9 2 9 " REILLE MONTSOURIS" 2.33599967730057 48.824767102597
"17047" 11 11 10 10 10 10 10 10 5 5 8 8 10 7 6 5 4 1 3 6 4 2 3 3 2 2 2 2 5 6 6 5 3 3 3 3 5 1 3 13 4 3 3 2 1 5 1 2 2 1 4 4 6 6 6 6 3 1 2 0 0 1 1 3 0 0 3 1 2 2 2 4 6 7 7 5 6 6 6 5 2 1 3 3 3 2 3 4 2 5 3 3 3 4 3 2 1 4 3 5 5 5 5 5 1 2 8 7 7 8 1 2 1 1 0 4 4 2 0 4 " COURCELLES - DEMOURES" 2.29858466343129 48.8837697332735
"8054" 1 1 3 3 1 1 1 1 4 2 12 14 12 13 9 8 6 15 8 3 2 2 2 2 3 3 2 2 2 2 2 2 3 8 18 18 18 13 12 10 8 7 3 2 2 2 2 2 2 3 2 2 2 2 2 2 3 5 21 20 16 11 15 15 13 8 4 3 2 2 2 2 3 2 3 4 3 3 4 4 5 12 25 24 24 24 21 24 21 21 12 1 1 1 1 1 2 1 2 2 2 2 2 2 5 13 24 27 28 23 20 19 15 11 13 4 4 3 3 3 " HOCHE ALBRECHT" 2.3013031383076 48.8761403982639
"1015" 10 11 11 0 3 3 3 2 4 18 20 20 19 19 20 18 19 19 9 1 3 1 0 0 3 2 1 1 1 1 1 1 3 15 20 7 17 20 19 17 17 20 14 14 3 5 2 2 2 3 2 2 2 1 1 3 5 15 20 19 20 10 20 19 20 17 17 6 2 5 1 0 0 2 0 3 2 0 0 1 6 19 17 20 20 20 20 20 19 17 13 3 0 1 2 0 0 0 1 1 0 0 0 1 4 1 18 15 15 19 19 15 16 13 13 15 16 20 10 4 " PLACE ANDRE MALRAUX" 2.33559960389384 48.8639796551511
"17002" 8 6 4 3 3 3 3 1 0 0 0 0 0 2 0 0 1 0 1 3 6 12 13 20 23 26 28 26 25 25 24 24 7 2 1 2 1 2 0 0 0 3 2 2 17 17 19 16 27 31 29 26 26 26 26 25 16 0 1 0 0 1 2 1 1 2 0 3 9 9 11 11 18 21 20 18 18 17 17 15 5 0 0 0 1 3 1 2 1 6 2 2 11 17 29 30 29 32 34 31 31 31 31 29 7 0 1 1 0 1 2 3 2 6 4 3 4 7 6 2 " LA FOURCHE RUE DE LA CONDAMINE" 2.32440044543717 48.8879013455305
"16028" 46 48 47 47 47 48 48 47 44 40 45 42 43 45 48 52 51 49 47 42 58 57 55 58 58 58 38 39 39 39 39 39 36 30 24 28 39 40 45 48 46 51 50 53 65 64 66 66 65 61 49 49 49 29 29 29 28 21 21 22 22 27 28 33 36 35 36 39 45 54 58 61 65 48 29 29 29 15 15 15 13 9 8 6 6 11 5 7 8 15 19 24 33 39 41 43 49 47 34 34 34 34 34 32 28 25 16 16 18 20 18 21 20 18 15 18 22 27 26 26 " MILLET - JEAN DE LA FONTAINE" 2.27246948291569 48.8510048746653
"5029" 1 0 4 3 1 1 1 2 13 6 1 3 2 10 4 3 4 3 3 15 1 0 1 0 0 16 20 19 20 21 21 20 20 13 11 7 2 2 2 2 1 2 8 2 3 15 8 2 0 0 22 21 21 22 23 23 24 12 6 3 2 5 0 0 1 1 1 0 3 4 5 9 13 24 24 23 22 23 23 23 25 20 17 17 17 3 3 4 0 1 2 1 1 2 3 5 0 1 2 21 18 18 18 20 15 1 1 1 4 3 3 11 2 3 3 1 6 4 5 6 " PORT ROYAL" 2.33729688973794 48.8401089566606
"19037" 0 0 0 0 20 19 18 17 15 3 0 0 0 1 0 0 1 0 0 0 0 2 0 0 1 1 0 0 0 10 20 17 14 8 1 0 1 0 0 0 0 0 0 0 2 2 1 3 1 0 0 1 2 21 20 17 19 8 0 0 0 0 0 0 0 0 1 0 1 5 2 1 0 0 0 0 0 21 20 17 15 1 0 1 0 1 0 0 0 0 0 0 1 2 0 0 0 0 1 1 1 14 14 14 8 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 " PORTE DES LILAS" 2.40476969112948 48.8766039189276
"12017" 36 37 36 36 36 36 36 34 28 25 15 15 13 15 10 12 14 20 21 35 37 37 36 35 34 35 35 34 34 36 37 36 30 22 7 10 8 14 18 24 33 39 37 39 39 39 39 37 39 38 39 39 39 37 38 37 34 32 21 20 20 22 32 35 37 39 39 38 39 30 36 38 39 39 38 38 39 38 39 36 32 27 22 20 17 15 12 7 16 18 21 39 39 39 39 38 39 39 39 39 39 39 38 38 32 30 31 36 34 37 38 35 38 34 39 39 39 39 37 37 " ST MANDE NETTER" 2.40509982632364 48.8446346262977
"20116" 9 10 11 11 11 11 11 11 3 1 4 3 1 3 1 1 2 5 7 3 2 13 17 17 22 20 21 22 22 22 21 18 14 5 3 1 0 1 0 2 1 1 2 0 3 5 8 10 9 14 18 18 18 18 17 16 10 0 1 0 0 15 19 20 19 20 16 9 6 9 13 12 15 16 16 15 16 16 16 14 2 0 2 2 3 0 1 3 4 2 0 1 2 4 6 11 10 12 14 15 15 15 15 12 6 0 1 0 0 5 5 3 5 3 9 14 15 13 13 10 " HAIES REUNION" 2.40242616223891 48.8538689676649
"11006" 36 17 24 27 27 30 30 29 25 10 10 12 5 9 2 2 4 16 18 32 36 36 36 36 36 23 23 26 26 26 25 24 20 3 3 11 3 8 17 12 7 16 25 33 35 36 36 35 36 28 26 28 28 27 27 26 14 1 3 7 1 8 7 8 8 13 15 36 26 31 34 34 34 28 30 31 22 20 22 20 9 3 5 7 6 15 14 17 22 18 33 34 34 34 34 34 19 34 33 34 20 22 23 23 19 3 3 4 5 8 7 12 17 25 33 34 31 29 33 30 " LEDRU ROLLIN-BASFROI" 2.37902058776143 48.8564337069437
"13037" 2 4 4 4 4 18 17 16 15 15 11 10 8 4 3 1 1 1 3 0 1 2 2 3 6 6 6 7 7 7 6 4 2 1 1 1 5 4 1 0 0 1 4 0 4 1 3 5 3 4 3 3 3 3 2 0 0 5 1 0 1 2 2 0 2 5 5 2 1 6 6 1 3 5 4 4 4 5 4 3 2 14 9 4 6 6 2 4 2 5 2 2 1 1 2 3 3 4 20 20 20 20 19 18 15 13 9 6 4 13 14 11 9 13 7 7 3 4 4 1 " IVRY BAUDICOURT" 2.36310607357747 48.824695995415
"18011" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 1 1 1 0 0 1 2 3 4 4 4 4 2 2 1 0 0 0 0 0 4 1 1 2 1 1 3 7 8 7 11 10 12 13 13 13 10 8 5 12 13 11 4 0 4 5 7 4 0 1 0 4 13 15 19 22 25 26 27 26 24 22 23 16 10 2 0 3 3 5 0 1 7 6 11 14 16 16 16 16 16 16 16 16 13 11 8 5 1 0 0 0 2 9 6 0 1 3 10 14 15 14 " HERBERT" 2.36342901627977 48.8928457111673
"41605" 21 22 22 22 22 22 22 22 19 10 7 4 4 4 2 5 4 3 9 15 20 22 22 22 22 22 22 22 22 22 22 22 21 13 2 1 1 2 0 0 2 4 5 14 16 20 20 19 19 22 22 22 22 22 22 22 18 12 7 4 6 3 2 2 2 6 4 22 22 22 22 22 22 22 22 22 22 22 22 22 20 11 2 2 3 4 4 0 1 0 1 5 8 7 8 9 11 10 11 12 12 12 13 13 11 1 0 0 1 3 0 3 1 2 5 4 7 7 8 9 " GENERAL DE GAULLE 2 (SAINT MANDE)" 2.41890759472368 48.8360886795229
"21106" 19 22 25 25 25 25 23 25 25 11 12 15 13 12 11 10 8 6 4 5 10 6 8 9 8 10 11 10 10 10 10 10 3 2 10 6 4 6 8 7 7 12 14 8 7 10 12 13 15 17 16 17 17 17 17 17 7 4 6 6 6 9 12 10 10 14 20 23 22 23 23 24 24 23 23 24 24 22 23 23 23 21 25 23 23 22 12 9 9 9 13 22 25 25 25 25 25 25 25 25 25 25 25 25 25 8 7 4 5 7 7 8 13 17 22 18 24 22 23 22 " MORICE 2 (CLICHY)" 2.30856953502856 48.9006603494266
"16039" 35 33 39 39 40 40 40 40 37 32 27 28 29 27 27 22 18 12 24 29 44 44 43 42 45 46 45 45 45 45 45 45 42 35 32 33 32 29 31 27 27 32 34 33 38 33 35 36 38 38 41 43 43 43 43 38 33 25 34 36 33 39 37 36 30 26 28 28 42 43 46 44 43 42 44 46 46 45 44 43 36 23 29 31 33 29 34 31 34 38 36 33 33 40 46 46 37 39 36 38 38 38 38 35 31 21 21 21 16 17 16 17 14 18 28 26 32 29 32 33 " VERSAILLES EXELMANS" 2.26439411807511 48.8409629526469
"8055" 2 3 2 2 2 2 2 3 3 1 0 1 0 2 4 4 1 0 2 0 2 1 1 3 2 1 1 1 1 1 1 2 2 4 3 2 4 6 6 2 2 2 2 2 1 1 1 1 2 2 1 1 1 2 2 2 2 3 6 3 6 4 17 24 23 15 11 3 2 3 3 3 4 3 1 2 1 1 2 3 4 2 11 7 8 21 18 9 7 5 2 1 4 0 0 0 0 0 1 0 1 2 2 2 3 2 10 9 5 9 10 6 7 3 0 1 0 0 1 2 " TERNES COURCELLES" 2.29929600386146 48.8781888764185
"17006" 20 22 22 22 22 22 22 21 12 1 2 1 1 1 2 5 2 8 7 14 21 21 22 22 22 21 21 22 22 22 21 21 13 1 0 0 0 1 0 4 7 6 3 9 20 21 22 21 22 15 16 20 21 21 20 19 13 0 0 0 0 0 3 2 0 5 8 13 22 22 21 22 14 15 16 19 18 19 18 17 7 0 0 1 0 1 1 1 6 8 9 12 22 22 22 22 22 13 17 17 17 17 16 15 5 1 0 2 0 6 1 0 0 6 7 22 20 22 1 0 " GUY MOCQUET DAVY" 2.32329134120854 48.8920640862454
"18030" 4 4 5 5 6 6 6 10 10 0 0 0 0 1 0 0 0 1 5 0 9 12 9 3 6 6 6 7 7 7 7 8 6 0 0 0 0 0 0 1 0 0 4 7 6 8 5 5 8 6 7 8 7 7 7 9 6 3 0 0 1 2 0 0 1 0 2 6 5 14 14 11 4 6 5 7 8 8 8 9 8 1 0 0 1 1 5 5 4 2 0 8 7 8 7 12 14 11 14 15 15 15 16 15 15 4 0 1 1 0 4 1 1 3 3 13 17 18 17 16 " SIMPLON" 2.34751796660457 48.8937342775359
"7005" 16 15 16 13 13 12 12 12 21 35 50 52 51 51 47 50 52 38 34 24 5 1 1 2 2 5 4 4 3 3 3 3 11 18 43 49 46 37 31 51 44 51 48 27 4 7 3 0 5 7 9 13 14 13 13 12 21 32 52 52 48 50 43 45 36 18 5 7 9 4 1 0 0 3 3 0 0 1 0 0 14 20 42 40 49 47 45 52 52 45 29 23 6 4 1 3 4 2 0 0 1 3 2 2 11 25 40 47 38 34 25 34 23 27 14 9 0 7 4 6 " BAC" 2.32568193588915 48.855461735956
"17039" 7 5 7 8 8 8 9 9 11 6 3 4 4 9 12 12 10 12 9 3 1 3 3 1 1 2 2 2 4 4 5 3 2 3 2 0 3 2 2 1 0 1 1 5 1 4 0 2 0 0 0 1 0 0 0 0 0 1 1 1 5 0 4 1 5 5 2 0 0 0 3 5 5 4 6 7 7 7 6 4 1 3 2 1 1 2 1 4 5 11 3 5 1 0 0 0 0 0 0 0 1 1 1 1 2 5 1 2 1 0 4 6 8 10 12 10 5 11 13 14 " PLACE SAINT FERDINAND" 2.28851804786494 48.8781552978974
"8013" 2 1 1 3 3 2 2 2 5 9 30 32 32 31 33 32 31 33 30 21 6 1 1 1 1 1 1 1 1 2 1 1 3 5 24 28 27 30 31 33 33 32 28 20 11 1 1 1 1 1 1 1 1 1 1 1 2 5 21 26 28 25 32 31 29 30 31 15 2 2 3 3 1 1 3 1 0 0 0 1 0 8 18 18 21 28 26 25 26 25 24 18 11 6 1 0 2 2 0 0 0 0 1 1 1 4 16 18 19 21 27 25 27 23 14 5 0 2 3 6 " MARIGNAN" 2.30662083490235 48.8696161948985
"8036" 6 4 5 4 4 5 5 6 7 14 34 39 37 21 25 23 24 20 4 1 2 1 1 1 2 2 2 1 1 1 1 2 2 14 20 22 24 14 16 16 20 15 1 1 1 1 2 1 2 1 1 1 0 0 0 1 1 13 23 18 8 6 5 11 12 4 1 1 0 1 1 1 3 3 1 3 3 3 4 5 4 25 28 28 24 18 16 19 13 9 1 0 0 0 0 2 3 1 1 1 1 1 1 1 4 24 22 25 29 17 16 12 11 6 2 4 3 3 1 3 " RIO" 2.30969422141951 48.8774556768138
"12016" 22 22 24 22 22 22 22 22 17 18 16 12 12 13 14 19 10 10 15 14 12 7 7 9 11 11 12 13 13 14 13 13 8 10 4 7 6 2 8 7 5 20 17 14 7 20 23 23 23 23 22 23 23 23 21 21 18 8 14 21 17 8 8 1 0 1 4 3 3 7 11 14 18 22 27 28 30 29 29 30 28 22 16 21 13 5 9 5 0 6 6 8 14 16 24 22 23 28 33 34 34 33 32 32 29 8 7 7 6 6 5 7 8 14 13 22 20 15 12 15 " PICPUS" 2.40140070766687 48.8451282937943
"8105" 2 2 1 0 0 0 0 0 0 2 16 25 27 30 30 30 29 29 29 29 17 0 0 0 0 0 0 0 0 0 0 0 1 5 12 21 28 28 31 31 31 29 31 26 6 0 0 0 1 0 0 0 0 0 0 0 0 8 22 31 31 15 18 21 28 27 28 24 7 1 1 0 0 0 0 0 0 0 0 0 0 7 18 22 27 27 27 31 30 27 29 29 11 1 0 0 0 0 0 0 0 0 0 0 0 3 16 18 25 24 25 30 31 31 29 26 10 5 5 3 " FRANCOIS 1ER LINCOLN" 2.30242621884156 48.8695179793442
"9106" 1 2 1 1 1 1 2 4 5 4 3 4 7 3 1 5 6 8 2 2 2 2 1 0 0 0 2 1 0 0 3 4 5 10 13 14 12 11 5 8 15 9 3 0 7 0 0 0 0 0 0 0 0 0 0 0 3 5 6 7 9 15 9 10 10 12 4 0 4 0 0 0 0 0 0 0 0 0 3 2 6 7 11 12 9 14 12 10 15 13 9 1 1 2 0 0 2 1 1 1 1 1 4 3 3 6 11 14 15 13 12 10 14 13 5 1 1 1 1 0 " AUBER" 2.3294234940009 48.872190251401
"17004" 10 11 11 9 8 9 7 7 1 0 0 1 0 0 0 1 0 0 1 4 10 17 22 22 22 22 22 20 21 20 18 15 1 0 0 2 0 0 0 1 1 8 3 11 20 20 22 22 22 22 22 22 22 21 20 17 7 1 0 0 0 3 4 1 2 0 1 5 9 11 16 19 18 21 21 21 21 20 18 14 5 0 0 1 0 0 1 0 2 1 3 11 19 22 22 22 22 21 22 21 22 22 20 20 8 0 1 2 1 2 1 3 0 2 0 6 7 1 2 9 " LEGENDRE AVENUE DE CLICHY" 2.32252897509438 48.8889616185588
"21204" 2 0 0 1 2 2 2 1 1 0 0 0 2 2 0 1 1 2 1 0 4 9 14 15 15 15 15 15 15 15 15 15 10 0 0 0 0 2 4 5 8 9 6 3 5 7 7 5 2 1 1 1 1 1 1 1 1 0 0 1 0 1 0 0 1 2 1 1 2 4 7 9 9 8 9 9 9 9 9 9 1 0 0 0 1 1 0 0 0 0 3 3 3 0 2 7 8 8 9 9 9 8 8 8 2 0 1 0 0 10 9 9 9 7 6 5 8 10 9 9 " D'ORVES (MONTROUGE)" 2.32088679076093 48.8153882203973
"17007" 14 14 13 13 14 14 14 14 26 1 1 0 0 0 16 11 12 11 7 3 3 12 11 12 15 15 20 20 21 21 20 19 34 3 2 1 21 13 32 30 28 28 28 28 28 28 28 28 28 28 28 28 28 28 28 28 28 28 28 28 26 22 19 19 16 13 7 7 14 14 12 17 18 20 19 22 21 20 19 19 15 0 0 0 0 6 5 6 4 0 2 5 7 13 17 19 21 23 29 28 28 28 27 26 16 0 1 1 1 14 20 17 13 17 11 21 23 23 22 23 " NAVIER" 2.32272736705483 48.8959141175001
"9104" 2 1 1 2 2 2 3 3 4 7 4 9 12 6 5 8 6 3 8 7 2 1 1 1 1 2 2 2 2 2 2 3 3 9 21 24 30 28 26 28 27 30 22 18 6 1 2 1 0 0 0 0 0 0 0 1 2 5 14 18 28 26 24 27 26 23 23 27 0 1 1 2 1 1 3 3 3 4 4 6 5 11 19 27 30 29 28 29 29 29 26 25 9 1 0 2 3 2 1 0 0 0 1 1 2 10 27 30 24 22 23 24 30 26 20 18 3 0 1 0 "CAUMARTIN PROVENCE" 2.32777869011861 48.8741790240302
"18005" 0 0 2 2 2 2 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 8 7 4 2 2 2 2 2 1 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 2 1 2 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 3 1 4 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 5 2 3 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 1 0 0 2 0 9 " TARDIEU" 2.34187980231063 48.8841632664746
"33104" 2 4 6 23 23 23 23 22 20 14 11 9 7 7 10 5 2 0 2 5 7 4 8 8 10 9 11 11 12 12 12 9 7 5 2 3 2 3 1 1 1 2 1 4 7 5 6 10 9 9 9 9 10 10 10 10 8 4 0 0 0 0 1 0 0 1 0 2 1 3 6 7 10 11 12 12 12 21 21 20 18 13 4 0 1 1 1 0 1 0 6 7 5 3 1 3 4 7 7 8 9 24 22 21 17 12 5 1 1 0 0 1 1 0 3 7 2 3 3 2 " JOINEAU (PRE SAINT GERVAIS)" 2.40324031836662 48.8836202338437
"20104" 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 3 4 5 4 4 2 1 2 1 1 1 0 0 1 0 0 0 1 1 1 1 21 21 21 20 18 20 20 20 18 17 16 15 16 19 16 18 17 11 6 7 7 7 7 7 7 7 7 6 6 6 6 5 5 4 1 3 2 0 1 3 2 0 1 0 0 1 1 1 1 0 0 0 1 1 1 0 0 0 0 2 2 0 1 2 4 4 5 " RUE LOUIS LUMIÈRE" 2.41112578185621 48.8621619807001
"15039" 4 4 4 4 4 4 4 4 3 4 3 2 3 2 3 5 5 6 3 11 11 11 12 12 12 11 11 11 11 11 11 12 8 7 2 0 1 4 1 0 2 1 0 4 12 12 12 12 12 12 10 11 12 12 12 11 5 1 1 0 1 0 0 1 1 2 0 7 12 11 11 12 12 11 11 11 11 11 11 11 4 2 0 0 1 0 2 1 2 0 0 2 6 9 12 12 12 12 12 12 12 12 12 12 7 1 0 1 0 1 1 0 1 2 1 12 12 12 12 12 " CHARLES VALLIN" 2.30186596838429 48.8360583938563
"14027" 25 23 26 27 28 28 28 27 20 3 1 0 0 1 0 0 2 0 5 1 17 18 27 23 24 27 30 29 29 29 29 29 23 7 1 0 0 1 0 0 0 1 2 3 21 24 22 22 30 36 36 36 34 34 34 35 30 9 4 5 5 6 4 6 1 5 2 2 3 23 23 32 36 35 36 36 36 35 34 34 28 5 4 0 0 0 1 0 1 2 1 0 1 0 1 3 7 8 9 10 10 10 8 8 1 0 3 0 8 6 1 0 3 1 3 2 4 6 7 14 " ALESIA GERGOVIE" 2.31888210120735 48.8308871745524
"16104" 7 8 6 6 4 4 4 4 3 6 6 11 10 9 9 4 1 2 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 3 1 0 5 2 1 2 0 1 1 1 1 0 0 1 1 0 17 17 17 17 18 13 18 16 16 16 15 16 9 7 4 2 1 1 3 0 0 0 0 0 0 20 20 20 18 15 16 15 15 15 11 9 10 5 6 4 0 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 14 16 12 12 12 9 6 2 0 1 0 0 " PAUL VALÉRY" 2.28886639604116 48.8713610397756
